Area,hy,year,effort1,effort2,effort3,eff_catch,aar,ton,cpue
6,2,1994,118,16.02591775,0,1962,1994,526.1452314,32.83089554
6,2,1995,57,0.026864691,0,1125.5,1995,0.899806073,33.49400401
6,2,1996,0,0,0,0,1996,94.87111384,
6,2,1997,12,7.29806299,0,113.5,1997,178.896099,24.51281926
6,2,1998,0,0,0,0,1998,1.313620405,
6,2,1999,0,0,0,0,1999,0,
6,2,2000,0,0,0,0,2000,0,
6,2,2001,0,0,0,0,2001,0,
6,2,2002,0,0,0,0,2002,0,
6,2,2003,0,0,0,0,2003,0,
6,2,2004,1,0.03776208,0,25,2004,1.711013516,45.31036185
6,2,2005,0,0,0,0,2005,0.259601751,
6,2,2006,0,0,0,0,2006,0.47218909,
6,2,2007,0,0,0,0,2007,0,
6,2,2008,0,0,0,0,2008,0,
6,2,2009,0,0,0,0,2009,0,
6,2,2010,0,0,0,0,2010,0,
6,2,2011,0,0,0,0,2011,0,
6,2,2012,0,0,0,0,2012,0.241094192,
6,2,2013,0,0,0,0,2013,0,
6,2,2014,1,0.103897138,0,1.4,2014,0.372851237,3.588657445
6,2,2015,0,0,0,0,2015,0.249728745,
6,2,2016,0,0,0,0,2016,0.046244095,
6,2,2017,0,0,0,0,2017,0,
6,2,2018,0,0,0,0,2018,0,
7,1,1982,0,0,0,0,1982,0,
7,1,1983,0,0,0,0,1983,0,
7,1,1984,10,37.1191815,0,195,1984,744.108667,20.04647293
7,1,1985,0,0,0,0,1985,0,
7,1,1986,10,80.61640555,0,945,1986,7831.746097,97.14829188
7,1,1987,0,0,0,0,1987,0,
7,1,1988,0,0,0,0,1988,0,
7,1,1989,0,0,0,0,1989,450.0173266,
7,1,1990,0,0,0,0,1990,0,
7,1,1991,0,0,0,0,1991,2528.949084,
7,1,1992,0,0,0,0,1992,3454.925335,
7,1,1993,6,0.063913936,0,295,1993,2.525291862,39.51081785
7,1,1994,0,0,0,0,1994,4.32198364,
7,1,1995,0,0,0,0,1995,0,
7,1,1996,1,0,0,100,1996,0,
7,1,1997,0,0,0,0,1997,2447.790734,
7,1,1998,0,0,0,0,1998,4564.970345,
7,1,1999,0,0,0,0,1999,2152.192805,
7,1,2000,2,148.6517425,0,70,2000,3808.15912,25.61799181
7,1,2001,0,0,0,0,2001,734.9523449,
7,1,2002,0,0,0,0,2002,100.7616768,
7,1,2003,0,0,0,0,2003,186.6085101,
7,1,2004,0,0,0,0,2004,0,
7,1,2005,0,0,0,0,2005,0,
7,1,2006,0,0,0,0,2006,0,
7,1,2007,0,0,0,0,2007,0,
7,1,2008,0,0,0,0,2008,0,
7,1,2009,0,0,0,0,2009,0,
7,1,2010,0,0,0,0,2010,0,
7,1,2011,0,0,0,0,2011,0,
7,1,2012,0,0,0,0,2012,0,
7,1,2013,0,0,0,0,2013,0,
7,1,2014,0,0,0,0,2014,0,
7,1,2015,0,0,0,0,2015,0,
7,1,2016,0,0,0,0,2016,0,
7,1,2017,0,0,0,0,2017,0,
7,1,2018,0,0,0,0,2018,0,
7,2,1982,0,0,0,0,1982,0,
7,2,1983,0,0,0,0,1983,0,
7,2,1984,0,0,0,0,1984,0,
7,2,1985,0,0,0,0,1985,0,
7,2,1986,8,64.49312444,0,340,1986,2817.771082,43.69103074
7,2,1987,0,0,0,0,1987,0,
7,2,1988,0,0,0,0,1988,0,
7,2,1989,0,0,0,0,1989,0,
7,2,1990,0,0,0,0,1990,0,
7,2,1991,0,0,0,0,1991,0,
7,2,1992,0,0,0,0,1992,0,
7,2,1993,0,0,0,0,1993,77.90077456,
7,2,1994,0,0,0,0,1994,0,
7,2,1995,0,0,0,0,1995,0,
7,2,1996,0,0,0,0,1996,0.83018204,
7,2,1997,4,5.870961505,0,590,1997,612.7140299,104.3634896
7,2,1998,0,0,0,0,1998,662.9526343,
7,2,1999,0,0,0,0,1999,2262.740706,
7,2,2000,0,0,0,0,2000,562.399752,
7,2,2001,0,0,0,0,2001,235.9189117,
7,2,2002,0,0,0,0,2002,352.1653969,
7,2,2003,0,0,0,0,2003,73.2493093,
7,2,2004,0,0,0,0,2004,0,
7,2,2005,0,0,0,0,2005,0,
7,2,2006,0,0,0,0,2006,0.156775217,
7,2,2007,0,0,0,0,2007,0,
7,2,2008,0,0,0,0,2008,0,
7,2,2009,0,0,0,0,2009,0,
7,2,2010,0,0,0,0,2010,0,
7,2,2011,0,0,0,0,2011,0,
7,2,2012,0,0,0,0,2012,0,
7,2,2013,0,0,0,0,2013,0,
7,2,2014,0,0,0,0,2014,0,
7,2,2015,0,0,0,0,2015,0,
7,2,2016,0,0,0,0,2016,0,
7,2,2017,0,0,0,0,2017,0,
7,2,2018,0,0,0,0,2018,0,
